time,left_eye,right_eye,lips,head_h,head_v,head_slope,planar_angle,lip_sum,lip_ratio,abs_mov 
5090,0.015437344068610359,0,0.03209819747292997,1.0,2.0,3.0,0.0021523683461567578,5.831484087228915,0.03209819747292997,0
5091,0.01635188430169282,0,0.0038393151458604446,0.0,0.0,0.0,0.0,3.155566752591284,0.0038393151458604446,0
5092,0.022194811162985162,0,0.006815774953918052,0.0,0.0,0.0,0.00044661886228425374,4.632552325103092,0.006815774953918052,0
5093,0.010946889531311899,0,0.006936586090107721,2.0,1.0,1.0,0.0049572023257729025,5.432710745949919,0.006936586090107721,0
5094,0.03133030984310348,0,0.00320734885068763,1.0,3.0,4.0,0.002832623246703761,3.8451099415817964,0.00320734885068763,0
5095,0.030411335387157512,0,0.01599206522086255,3.0,1.0,2.0,0.002845969139966001,0.059117806938502326,0.01599206522086255,0
5096,0.0019272235899174261,0,0.00011733810555736301,1.0,2.0,3.0,0.007794388017060214,3.2797435798908623,0.00011733810555736301,0
5097,0.02400337812630321,0,0.004034614207821974,12.0,1.0,11.0,0.010148741967484207,2.0732978654730516,0.004034614207821974,1
5098,0.020327480370321338,0,0.020182693117524964,2.0,1.0,1.0,0.00591418794653481,5.149192710461449,0.020182693117524964,0
5099,0.02320473925093547,0,0.0010116611975153345,3.0,1.0,4.0,0.0023672528154838612,0.14022259902577616,0.0010116611975153345,0
5100,0.005718330756033063,0,0.005460882542205003,1.0,1.0,0.0,0.002816186689176367,1.948362998866827,0.005460882542205003,0
5101,0.0009869650990360634,0,0.015582763857113158,0.0,1.0,1.0,0.00021719948073535555,0.6426447751890692,0.015582763857113158,0
5102,0.006848300878481428,0,0.019674589341851068,2.0,2.0,0.0,0.005607873593043766,1.5921671943462172,0.019674589341851068,0
5103,0.006848300878481428,0,0.0068289438751888976,1.0,3.0,2.0,0.002392825055613987,1.8063012161422591,0.0068289438751888976,0
5104,0.007643588730011142,0,0.034128529532548246,1.0,1.0,0.0,0.0027859601720052612,2.522418706179252,0.034128529532548246,0
5105,0.007643588730011142,0,0.0085509746116329,1.0,1.0,2.0,0.0076061657421011425,4.972702627001922,0.0085509746116329,0
5106,0.014380109566594745,0,0.011854997611585816,0.0,1.0,1.0,0.005357321398449341,4.2672204334431285,0.011854997611585816,0
5107,0.024100121571168864,0,0.009699088989314042,2.0,1.0,3.0,0.0001558255012760676,3.09610395169787,0.009699088989314042,0
5108,0.024100121571168864,0,0.007451352690724666,0.0,1.0,1.0,0.005347107725289853,1.718289149818446,0.007451352690724666,0
5109,0.005895743837501244,0,0.005242129058169953,2.0,1.0,1.0,0.000142360333382531,1.82746343394993,0.005242129058169953,0
5110,0.006842451160175511,0,0.005343718896335448,1.0,0.0,1.0,0.0026035057994020644,1.7001339411349932,0.005343718896335448,0
5111,0.007774048156361346,0,0.021560183329534133,2.0,1.0,1.0,0.00013632707507817837,1.0027300731021853,0.021560183329534133,0
5112,0.009599926401300307,0,0.005968976499464207,0.0,0.0,0.0,0.0,1.996176433527637,0.005968976499464207,0
5113,0.009599926401300307,0,0.002757000281042199,1.0,1.0,0.0,0.002467178724323886,3.118009605475862,0.002757000281042199,0
5114,0.006562621083145814,0,0.013049788628888725,1.0,1.0,2.0,0.002192377961801606,0.16314303289257737,0.013049788628888725,0
5115,0.0238354018206276,0,0.006796006450667136,1.0,1.0,2.0,0.002769308899589984,1.8667675689210341,0.006796006450667136,0
5116,0.008365260155151655,0,0.015101252465187842,1.0,2.0,1.0,0.002630057154441756,2.9950760269421437,0.015101252465187842,0
5117,0.013724574798259614,0,0.0008722432453416307,1.0,1.0,2.0,0.002470138756424392,3.887052003231389,0.0008722432453416307,0
5118,0.014917856455105682,0,0.015513729377399699,0.0,1.0,1.0,0.00015911559267602765,2.9938477595212873,0.015513729377399699,0
5119,0.007502506870199543,0,0.022350218217635998,1.0,1.0,0.0,0.002476206613314734,2.86870645393293,0.022350218217635998,0
5120,0.014485294287144401,0,0.006565632209216465,1.0,0.0,1.0,0.007905910548462743,1.8387339490488728,0.006565632209216465,0
5121,0.012429259345346222,0,0.027264372985854934,1.0,1.0,0.0,0.002466698000400405,3.0538418701555656,0.027264372985854934,0
5122,0.010473065591595554,0,0.00037949264242936875,1.0,1.0,2.0,0.002480599814148589,0.1078564974533549,0.00037949264242936875,0
5123,0.013362336229032046,0,0.008994591964315513,1.0,1.0,2.0,0.002480599814148589,1.107856497453355,0.008994591964315513,0
5124,0.01455825886658596,0,0.004013450254258866,0.0,1.0,1.0,0.00016862458386565637,1.1024646630034454,0.004013450254258866,0
5125,0.006843690971791827,0,0.00984726990678203,1.0,0.0,1.0,0.0026483287383508997,0.9004973868916863,0.00984726990678203,0
5126,0.016120833925833467,0,0.0133573234122637,1.0,1.0,0.0,0.002816953322216556,0.10630408747815068,0.0133573234122637,0
5127,0.00651052289575893,0,0.01876182360799522,1.0,0.0,1.0,0.002641363165499122,1.9994330263933762,0.01876182360799522,0
5128,0.0,0,0.003840443556860307,0.0,1.0,1.0,0.00017559015671743394,0.9830818136823893,0.003840443556860307,0
5129,0.0,0,0.00036328662144446966,1.0,1.0,0.0,0.0024648480300065723,0.09766069693355917,0.00036328662144446966,0
5130,0.0,0,0.009410972705800713,0.0,1.0,1.0,0.00018158706900395227,1.0113621693307664,0.009410972705800713,0
5131,0.01732487892486867,0,0.025084735018644777,0.0,0.0,0.0,0.0,3.788359815019618,0.025084735018644777,0
5132,0.0238354018206276,0,0.006124339747119567,1.0,1.0,0.0,0.002458851117720054,1.8865614178224348,0.006124339747119567,0
5133,0.022891369717427223,0,0.00537894916982723,2.0,1.0,1.0,0.00017466516509871688,2.0929910089298005,0.00537894916982723,0
5134,0.014526109562275569,0,0.013452244698225868,1.0,2.0,3.0,0.002633516282818771,0.03986108943314548,0.013452244698225868,0
5135,0.014675536678441181,0,0.03341737728252425,2.0,0.0,2.0,0.0,2.0434302455766726,0.03341737728252425,0
5136,0.006310276523289526,0,0.028989686142031068,2.0,1.0,1.0,0.00018158706900395227,0.9850084749755581,0.028989686142031068,0
5137,0.0074577318779501245,0,0.0068794855416246525,2.0,2.0,4.0,0.005671881360076264,1.892748576346662,0.0068794855416246525,0
5138,0.02473051261543191,0,0.008880085140511418,2.0,0.0,2.0,0.0,0.9631515716524177,0.008880085140511418,0
5139,0.04047910777039204,0,0.008880085140511418,2.0,1.0,3.0,0.00019748349345409533,0.9631515716524177,0.008880085140511418,0
5140,0.010617437957570475,0,0.0006424893380380658,5.0,0.0,5.0,0.0026454220223792874,0.05193468646206156,0.0006424893380380658,0
5141,0.008732717374949406,0,0.019385771858591305,5.0,0.0,5.0,0.002278416164138347,1.9910753707831645,0.019385771858591305,0
5142,0.006373826310792807,0,0.01237884442467152,8.0,2.0,10.0,0.0,0.0021411200223724336,0.01237884442467152,1
5143,0.004693156153539602,0,0.01260473727090683,4.0,0.0,4.0,0.0003680113068132429,0.0022552125156209968,0.01260473727090683,0
5144,0.03402821059114647,0,0.005316715372166103,8.0,1.0,9.0,0.0001835173191523376,2.073931947004752,0.005316715372166103,1
5145,0.010931187827833588,0,0.04264920609632161,5.0,0.0,5.0,0.00265341456284722,1.9347205119146054,0.04264920609632161,0
5146,0.006060938768975732,0,0.02789380802166297,5.0,2.0,7.0,0.0030505270479617708,3.0764227430001085,0.02789380802166297,0
5147,0.0,0,0.013319993596854984,6.0,0.0,6.0,0.0,0.008575879903162331,0.013319993596854984,0
5148,0.02134335832679507,0,0.005926880400909773,5.0,1.0,6.0,0.0028731435328114008,1.918350963247832,0.005926880400909773,0
5149,0.0013382313171159677,0,0.003011473857839675,6.0,0.0,6.0,0.0,0.9312557748066581,0.003011473857839675,0
5150,0.007708642162351398,0,0.006516759870650923,4.0,0.0,4.0,0.0,1.9961048485579909,0.006516759870650923,0
5151,0.007214850217741597,0,0.000764699534685942,6.0,0.0,6.0,0.004899015989125455,0.08505026590302123,0.000764699534685942,0
5152,0.025234776887978372,0,0.008402137073443006,4.0,2.0,6.0,0.00044257576220882444,0.8538888694618265,0.008402137073443006,1
5153,0.008973053190769409,0,0.013014834798325436,4.0,0.0,4.0,0.0,0.13909757841801706,0.013014834798325436,1
5154,0.013086763298149395,0,0.0005265819735529864,3.0,1.0,4.0,0.002440101634494138,0.14010904729815365,0.0005265819735529864,0
5155,0.005122853210268508,0,0.017336631636492794,0.0,3.0,3.0,0.0002289311735654137,1.909864276412634,0.017336631636492794,0
5156,0.01931520835683731,0,0.01786321361004578,0.0,2.0,2.0,0.00046154730467488914,2.0499733237107876,0.01786321361004578,0
5157,0.01961361513436316,0,0.005535326073509872,1.0,1.0,2.0,0.002443498165947827,1.993562416402881,0.005535326073509872,0
5158,0.01600405500348928,0,0.007678601568476773,2.0,3.0,1.0,0.00023850995868880676,1.9129226632856842,0.007678601568476773,0
5159,0.0057412913611373795,0,0.0007466220285716196,2.0,1.0,3.0,0.00023979246592141512,0.0830396766033914,0.0007466220285716196,0
5160,0.004961717290180134,0,0.01789727347404746,5.0,1.0,4.0,0.002455273915749595,1.990543734974409,0.01789727347404746,0
5161,0.023704342558668434,0,0.006372488264264953,3.0,1.0,4.0,0.0024697115492947758,1.9961048485579624,0.006372488264264953,0
5162,0.029787297776611876,0,0.009401780213584843,2.0,1.0,1.0,0.00022791268343884397,1.1417146897574924,0.009401780213584843,0
5163,0.02325874626534008,0,0.018191633521176642,3.0,1.0,2.0,0.002478191211685507,2.1368720533658916,0.018191633521176642,0
5164,0.015023313019693396,0,0.0062239492015686015,5.0,1.0,4.0,0.002920698550184425,2.138325021101423,0.0062239492015686015,0
5165,0.008235433245646684,0,0.008159871515900419,3.0,3.0,0.0,0.002480567419520241,0.9943469139745957,0.008159871515900419,0
5166,0.00765352206152814,0,0.015890498434423694,13.0,0.0,13.0,0.007685211271248674,1.0561813820968098,0.015890498434423694,1
5167,0.0008531457725809988,0,0.006460193339130171,0.0,1.0,1.0,0.00019992447031294547,2.114436421403809,0.006460193339130171,0
5168,0.002937862455204776,0,0.007776401836649072,0.0,1.0,1.0,0.00019992447031294547,5.048188385644238,0.007776401836649072,0
5169,0.006078070690641257,0,0.00735167021481864,0.0,1.0,1.0,0.00019884375773629448,1.993115545815698,0.00735167021481864,0
5170,0.018176017770030306,0,0.014375662034387504,1.0,0.0,1.0,0.0023192217816658534,3.062472368007036,0.014375662034387504,0
5171,0.015035809534593825,0,0.0037840767221671845,0.0,0.0,0.0,0.00038414938567336854,1.123306899052153,0.0037840767221671845,0
5172,0.015035809534593825,0,0.024508522704579982,0.0,0.0,0.0,0.00038414938567336854,0.05693937960310791,0.024508522704579982,0
5173,0.020376759852756166,0,0.024843914992016658,0.0,1.0,1.0,0.0052276458254928715,0.060932905295032924,0.024843914992016658,0
5174,0.0027501787124666888,0,0.005522003457903268,0.0,6.0,6.0,0.0,1.9955526676255317,0.005522003457903268,0
5175,0.01890231662420183,0,0.003446824827695927,1.0,0.0,1.0,0.0023086418145096405,0.9980350859755163,0.003446824827695927,0
5176,0.04184053189173448,0,0.0005218248753781074,1.0,2.0,3.0,0.0027253585633274374,0.058037624442846436,0.0005218248753781074,1
5177,0.025688393979999335,0,0.005662343020194749,1.0,0.0,1.0,0.002726417147404389,1.9390420263140982,0.005662343020194749,0
5178,0.009705819335924237,0,0.0021579492199544914,1.0,0.0,1.0,0.002726417147404389,2.9370414937206704,0.0021579492199544914,0
5179,0.008813129092425043,0,0.0014784011875649816,1.0,3.0,4.0,0.0033350273848914286,2.935368094917351,0.0014784011875649816,0
5180,0.011763678926119792,0,0.018801234476325424,7.0,10.0,3.0,0.0036056060763910575,2.1171135920108384,0.018801234476325424,1
5181,0.0,0,0.012870501528143452,2.0,2.0,0.0,0.0,0.1917511694066718,0.012870501528143452,0
5182,0.0008902061740975187,0,0.01814322442147509,0.0,2.0,2.0,0.0004367084381425024,2.124951524803606,0.01814322442147509,0
5183,0.0043225771641745014,0,0.008722319657075317,0.0,2.0,2.0,0.0,0.9347543577856925,0.008722319657075317,0
5184,0.01128492841244888,0,0.021308462499064096,2.0,3.0,1.0,0.004968470777961254,0.9332856862984897,0.021308462499064096,0
5185,0.0,0,0.0026706985351662715,0.0,3.0,3.0,0.0002081132105844069,1.0640879218221926,0.0026706985351662715,0
5186,0.009703189031624204,0,0.022152138544008104,1.0,2.0,1.0,0.008470974516445573,0.9989568617082227,0.022152138544008104,0
5187,0.004804998318252485,0,0.0005874883855126467,2.0,0.0,2.0,0.0009405123020403833,0.06237345126157834,0.0005874883855126467,0
5188,0.010943618696663715,0,0.008762751357934195,5.0,1.0,4.0,0.003597106787544241,0.8465455596289075,0.008762751357934195,0
5189,0.021585326102354585,0,0.01234931966336944,4.0,2.0,2.0,0.0005032079082128299,0.1518411025184605,0.01234931966336944,0
5190,0.0,0,0.009252815591477836,6.0,2.0,4.0,0.0005090655660973525,1.0590531327875112,0.009252815591477836,0
5191,0.03792688996622828,0,0.006001365739478848,8.0,1.0,9.0,0.0002567613774452221,2.172592506795354,0.006001365739478848,1
5192,0.02087776358041593,0,0.006154877654443502,6.0,2.0,8.0,0.00638582966169432,1.944234064861547,0.006154877654443502,0
5193,0.015349827331250565,0,0.00125443817223847,6.0,1.0,5.0,0.00027843034171108616,0.21632396191887437,0.00125443817223847,0
5194,0.010813627614708332,0,0.0011102054473625667,4.0,1.0,5.0,0.006175568797384665,0.11461493484966923,0.0011102054473625667,0
5195,0.010943618696663715,0,0.005982931943631864,5.0,0.0,5.0,0.0035621553883983387,1.9893468344610312,0.005982931943631864,1
5196,0.012303476132513813,0,0.017353865933483592,3.0,1.0,4.0,0.0039261429188479635,1.003542610712799,0.017353865933483592,0
5197,0.006533161632920281,0,0.009892500084155487,4.0,1.0,3.0,0.006311061076876082,0.9916707092014008,0.009892500084155487,0
5198,0.005642978133747423,0,0.0002475492458716144,2.0,1.0,3.0,0.0010424854939232592,0.06486231711653545,0.0002475492458716144,0
5199,0.011394502958652186,0,0.0017401899096006201,2.0,2.0,4.0,0.0007055392956615281,1.2074854504280665,0.0017401899096006201,1
5200,0.00952863854754199,0,0.024475565162057344,7.0,3.0,10.0,0.0048823108016757405,3.694867641336316,0.024475565162057344,0
5201,0.02693672954098647,0,0.020162613322309342,5.0,2.0,3.0,0.0023440029909244098,1.9809703458615786,0.020162613322309342,0
5202,0.040279446844542266,0,0.01244698134857769,3.0,2.0,5.0,0.009311226790328198,4.043335027900582,0.01244698134857769,0
5203,0.01732917483033458,0,0.005138039458626453,3.0,2.0,5.0,0.0024390675289803487,1.8642740904085713,0.005138039458626453,0
5204,0.0,0,0.00262373227967011,5.0,1.0,6.0,0.0021393549287082175,2.989815382109157,0.00262373227967011,0
5205,0.008477080376301016,0,0.009653412660916516,1.0,1.0,2.0,0.009790967646204352,0.8391566696639359,0.009653412660916516,0
5206,0.002744311898063123,0,0.010698632897628513,2.0,2.0,4.0,0.0006068696912457094,0.9386504367804207,0.010698632897628513,0
5207,0.015548807754624305,0,0.011484532221991861,2.0,1.0,1.0,0.0003063349983824515,1.09320441204909,0.011484532221991861,0
5208,0.011409535925576864,0,0.015096330715203776,0.0,2.0,2.0,0.0063754120266479725,0.15236937362513459,0.015096330715203776,0
5209,0.022939604973358174,0,0.011372131963909071,2.0,0.0,2.0,0.0,1.0932044120490616,0.011372131963909071,0
5210,0.029223468240036687,0,0.00558351513310934,2.0,1.0,1.0,0.00028808361859222753,0.832632545072812,0.00558351513310934,0
5211,0.018933630158278925,0,0.004902743462296244,1.0,2.0,3.0,0.0032006168069908247,1.0126459494749156,0.004902743462296244,0
5212,0.004991410094986826,0,0.0005492087011993441,4.0,1.0,5.0,0.0002779522056513273,0.1404536897956632,0.0005492087011993441,0
5213,0.0054820781605894875,0,0.001331912453124362,0.0,1.0,1.0,0.000276183747235037,2.9513862841385503,0.001331912453124362,0
5214,0.017651881577293693,0,0.011543121731976858,2.0,0.0,2.0,0.006359020341520236,2.9958956967949746,0.011543121731976858,0
5215,0.006242608792894622,0,0.007614744663122841,2.0,0.0,2.0,0.0,1.9972925405024,0.007614744663122841,0
5216,0.011409272784399072,0,0.004064784244415698,1.0,1.0,0.0,0.003463040143344462,1.055829299086156,0.004064784244415698,0
5217,0.0054820781605894875,0,0.013015658359935733,2.0,0.0,2.0,0.006335370510180766,3.9279090947774478,0.013015658359935733,0
5218,0.01689135094498856,0,0.00913585327694294,1.0,0.0,1.0,0.00316675556924971,1.8766266987719007,0.00913585327694294,0
5219,0.01689135094498856,0,0.01782890191003611,2.0,1.0,3.0,0.0002925657937363352,0.9607328177753232,0.01782890191003611,0
5220,0.01809909806169624,0,0.012592612410603388,7.0,2.0,9.0,0.003156847132934279,0.08279374812491369,0.012592612410603388,0
5221,0.006342767011612349,0,0.003980478384829622,4.0,1.0,3.0,0.0003005710760118352,0.9986603429825607,0.003980478384829622,0
5222,0.0,0,0.018824073215811588,2.0,2.0,4.0,0.0,0.8606741367118786,0.018824073215811588,0
5223,0.005591903148006061,0,0.021077363098626567,1.0,1.0,2.0,0.0028366600534368153,2.1310320526209807,0.021077363098626567,0
5224,0.004248149769258414,0,0.010916041672815957,4.0,0.0,4.0,0.006264849291350308,1.134393402456709,0.010916041672815957,0
5225,0.016990485737424232,0,0.004459088826924862,0.0,2.0,2.0,0.0,0.8020430881235541,0.004459088826924862,0
5226,0.016990485737424232,0,0.012386143024821272,2.0,0.0,2.0,0.0006497532976172948,2.900282697155262,0.012386143024821272,0
